#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-11-25T10:51:43 [V7.5.3]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2025-11-25T10:51:43   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-source=I/355/gaiadr3&-c=M45&-c.rm=120&-c.geom=r&-out=RA_ICRS,DE_ICRS,Gmag,Source&-out.max=5000&Gmag=&lt;14   Full request URL
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.5.3   Software version
#INFO publisher=CDS   Data centre that produced the VOTable
#INFO -c=056.658333+24.178056,rm=120. 
#Constraint Gmag=<14

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO ivoid=ivo://cds.vizier/i/355     IVOID of underlying data collection     
#INFO creator=Gaia collaboration     First author or institution     
#INFO cites=bibcode:2022yCat.1355....0G     Bibcode of the dataset     
#INFO original_date=2022     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.1355     Dataset identifier that can be used for citation     
#INFO publication_date=2024-12-12     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Coosys H_2016.000: ICRS     
#Table I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#---Details of Columns:
    RA_ICRS (deg) (F15.11) Right ascension (ICRS) at Ep=2016.0 (ra) [ucd=pos.eq.ra;meta.main]
    DE_ICRS (deg) (F15.11) Declination (ICRS) at Ep=2016.0 (dec) [ucd=pos.eq.dec;meta.main]
    Gmag (mag)    (F9.6)  ? G-band mean magnitude (phot_g_mean_mag) [ucd=phot.mag;em.opt]
    Source        (I19)   Unique source identifier (unique within a particular Data Release) (source_id) [ucd=meta.id;meta.main]
--------------- --------------- --------- -------------------
058.20717057345 +25.24761008278 13.921288   66896181518693248
058.16666052675 +25.26056978573 13.751281   66896422036864000
058.17944055851 +25.27273000243 12.004154   66896456396598400
058.28272226090 +25.22343476518 13.753822   66896525116074368
058.26596741077 +25.22465771479 13.392117   66896559475813760
058.25920375239 +25.24920063746 12.569133   66896799993979136
058.29066572160 +25.29999922848 13.128243   66897418469259776
058.18906123797 +25.27965990337 13.247913   66897933865345920
058.21958016826 +25.30697673709 13.271466   66898071304292352
058.07460494799 +25.33775219899 10.060178   66900717004765824
058.10382053739 +25.35099547862 13.434268   66900785723626368
058.21574325629 +25.32931176270 12.982771   66901060601528320
058.23136993437 +25.38220348534 13.439056   66901885235240192
058.15253446080 +25.41626698146 12.811670   66902916028014336
057.84233121849 +25.16592888053 13.613075   66903293984399872
057.85534217177 +25.16287201168  6.764354   66903328344137344
057.87586672992 +25.21537122853 13.960863   66904049898626176
057.78601503568 +25.19028827969 12.791150   66904290416814336
057.80741807127 +25.19663438194 13.114127   66904324776547456
057.84564223654 +25.24506106598 13.938012   66904943251820288
057.79309908422 +25.24165700044 13.647207   66905080690781184
057.95156862368 +25.31227387545 12.383416   66907069256612608
057.88052321001 +25.27170969587 13.829919   66906489440035840
057.92428973441 +25.35144490789 13.518167   66907451512685184
057.78484787368 +25.28035803067 12.167120   66908344865917440
057.70269014002 +25.26482496463 13.092545   66908688463316096
057.83270803640 +25.29846922953 13.425018   66909684895703424
057.88675267274 +25.35482725201 12.442345   66910337730712704
057.87128050503 +25.35088243039 12.184112   66910337730716672
058.00380802052 +25.34178715170  7.665022   66912364955262464
057.99389523318 +25.34141720327 13.057710   66912364955263616
058.05765830775 +25.33480117366 13.670328   66912433674940032
057.96295054225 +25.34629001299 10.639925   66913086509772416
057.94480329299 +25.38204916621 11.563091   66913361387671424
058.02416960382 +25.43089489656 12.524807   66913979862941056
058.10316576491 +25.46385101909 13.760850   66915766569539840
058.07543162136 +25.47517246830 13.896257   66916007087484544
057.92375252731 +25.38011147666 11.722062   66916281965437184
057.96575386049 +25.42687085406 12.947521   66916866080972416
057.93507261396 +25.43610206670 11.272582   66917106595494144
057.34323893083 +25.03093940346 13.224349   66921539005558400
057.26432261064 +25.05063470368 13.949452   66922191840593408
057.24780823123 +25.05534754904 13.651241   66922260560070784
057.36250611473 +25.16090955112 13.390272   66924871900148864
057.24570764595 +25.10377739425 13.380422   66925902692325504
057.20341134787 +25.12057081308 13.136574   66926349368926464
057.23292912514 +25.14009369774 13.119275   66926761685778560
057.33658159446 +25.19499315764 12.848187   66928136075288832
057.31390775848 +25.20675923615 13.650500   66928170435027328
057.25454189213 +25.19179888474 13.084784   66928479672683136
057.25263206258 +25.19006032970 12.204265   66928479672684032
057.24700100139 +25.20663380930 13.497697   66928685831111424
057.52084356333 +25.18769682808 12.815267   66930128940094592
057.43236687153 +25.18344710609 13.885800   66930678695919104
057.57965381327 +25.22409907138 12.982249   66931709488048256
057.55397360046 +25.23806701630 13.047226   66931980066938752
057.53899162223 +25.25291295951 12.616808   66932053085430272
057.43690259123 +25.36410001155  9.827465   66937275765649280
057.43717997716 +25.36855648715 13.670160   66937585003293568
057.44236600401 +25.39788512219 11.833527   66937688082500096
057.50276089924 +25.39859852117 12.781891   66937859881182848
057.45814420709 +25.40804245454 11.679545   66938100395906176
057.45849294237 +25.40811764521 12.533619   66938100399355392
057.08715641136 +25.19220007241 12.592220   66939474788755584
057.07039222939 +25.21491968688  9.118056   66939848447027584
057.22125589760 +25.27793055230 13.010228   66940986617232896
057.24382570281 +25.26973646136 12.724829   66941295854877824
057.03298552700 +25.29094570358 13.831469   66944319511859840
057.03204797760 +25.31508636826 13.309442   66944422591073024
057.02819548854 +25.32714557922 12.313916   66944624450647424
057.03701516243 +25.33784190523 13.326908   66944731829100672
057.15150860452 +25.33099944056 10.377734   66945109786641536
057.12067463223 +25.32074657350 13.731718   66945178505314688
057.10972108050 +25.32263588734  8.313805   66945178505314944
057.12729782764 +25.33244125219 12.183416   66945281584528384
057.11741905494 +25.37369424400 11.601708   66946140577985408
057.12626235687 +25.39327887374 10.522696   66946621614320640
057.32824328566 +25.30528740927 12.793318   66947205730060160
057.35692489463 +25.38076916128 13.436340   66948064723503232
057.22901109086 +25.36936361697 13.894844   66948511399928960
057.40393632901 +25.38148504256 13.617441   66949301674077952
057.45390491820 +25.44760731185 12.510526   66950018929556608
057.40510901128 +25.44493378003 11.407678   66950160667520384
057.38113335381 +25.44355333926 13.181015   66950538624646016
057.39421199208 +25.52533552249 13.074801   66951431977678208
057.24001994142 +25.39126752908 10.318485   66951603776380416
057.27686038661 +25.43527709294 12.758135   66952149233337344
057.17198853543 +25.41205486975 12.649517   66952565849055616
057.31999747018 +25.49751499828 13.527212   66953905878844672
057.28386227587 +25.48168190179 13.426919   66953940238584192
057.35372968933 +25.49809579506 13.281001   66954215116488704
057.35703015883 +25.51780138226 13.464106   66954318195703040
057.27028822743 +25.53953812388 13.471781   66955177189163392
057.32832075999 +25.56462529329 13.322580   66955452067066752
057.64739484619 +25.32136847601 13.639578   66956173621733504
057.60303999800 +25.38321573998 13.955574   66957444932043392
057.66384347933 +25.39355175380 12.017368   66957612431742080
057.64893550920 +25.42630877065 11.730169   66957994687842176
057.78168567940 +25.40836136166  9.302608   66958235205998336
057.77795818063 +25.39995204485 12.982214   66958235206001792
057.79036892547 +25.40985486227 13.743102   66958613163118848
057.77404566401 +25.45203387379 13.381719   66958922397176448
057.77398885801 +25.45223074705 13.276494   66958922400753792
057.74128778360 +25.45933021934 12.430204   66959712674739328
057.57373154237 +25.37936374386  9.524660   66960262430594816
057.67969665729 +25.54869791123 12.801666   66963389166729856
057.69022771176 +25.55062901433 12.486896   66963492245943168
057.65250772193 +25.56001955787 12.758091   66964213800763264
057.85357831567 +25.54106078593 13.980713   66965588189962880
057.91146339323 +25.55264422861 13.860192   66966928219747712
057.89429996785 +25.58459432436 13.929746   66967237457389184
057.93573111759 +25.62259475240 11.997699   66967787213190528
057.87981331093 +25.61019959771 13.308884   66968165170321280
057.92001368098 +25.63344018864 13.185713   66968508767695744
057.92002213357 +25.67676895329 13.975126   66969024163764992
057.74354990077 +25.60857723528 13.488938   66969573919610368
057.79814972581 +25.59560210662 11.264226   66969642639082624
057.77650195987 +25.59449243314  9.013485   66969676998824576
057.72243703666 +25.59977882051 13.753409   66970295474122880
057.74947759361 +25.67206601200 12.672814   66971154467560320
057.83965347729 +25.63532131387  9.347352   66971291906511616
057.83834734544 +25.63557531519 11.234378   66971291906511744
057.83773566792 +25.65849724022 13.446103   66971463705198720
057.87912355121 +25.69618385535 13.803242   66972013461003136
057.82899969474 +25.73356442658 13.195466   66973009893414016
057.85035703666 +25.74526327639 11.345086   66973147332364416
057.48962111110 +25.48953551666 13.646837   66973662728542720
057.48399531176 +25.49270675147 13.896164   66973868887245184
057.50702034281 +25.51341872874 13.518961   66974075045395584
057.48968645829 +25.59149533173 13.609854   66975552514126720
057.57913200747 +25.57890302846  5.797079   66975861752511232
057.54831549653 +25.55723377302 13.145967   66975930471250432
057.51869318559 +25.61747746155 12.401800   66977064342603648
057.53422570161 +25.62541718556 12.442480   66977201781553664
057.51237797347 +25.62481057669 13.349003   66977236141294592
057.39594640321 +25.58484012093 11.181320   66978266933341056
057.40363065407 +25.59717089830 11.653445   66978301293078784
057.37590081802 +25.60127054357 11.891651   66979091567061632
057.49235836808 +25.66451241643 11.408761   66980294157899776
057.47057390621 +25.64724643144  9.434445   66980362877378432
057.54803868118 +25.70758132000 12.266832   66980843913796864
057.50221802044 +25.67624428422 13.450317   66980878273451392
057.64900181995 +25.68188460829 13.584038   66982733699399424
057.60054854612 +25.67337836708 11.648599   66983420891777664
057.77253012049 +25.78846576000 13.740758   66985379399223168
057.73152015377 +25.86398921268 13.728057   66989571287299328
057.65682137625 +25.86149013281 13.378180   66989743085994240
057.61777047807 +25.83893605558 12.671809   66989983604168832
058.62073186378 +25.06422988869 12.538829   67065918624695808
058.59747411387 +25.06911925592 13.855549   67066090423388928
058.59538203336 +25.10296771279 11.791405   67067052496056192
058.56007768407 +25.14776139823 10.542112   67079147123956352
058.51006680608 +25.14428244768 13.720297   67079284562917120
058.49690761149 +25.19454452684 13.769189   67080207978475008
058.48246742388 +25.19451724669 12.656468   67080414136905344
058.45434096138 +25.27621655517 12.772594   67084301084506752
058.40427014038 +25.27107204138 13.496813   67084610322153728
058.32848785028 +25.31838472012 12.556169   67272867330041856
058.25678605867 +25.39020986610  8.923445   67276990498644096
058.33533755188 +25.42520768300 13.435466   67277505894707968
058.32721309954 +25.44219762115 12.781891   67277677693397376
058.32559563633 +25.45880831513 12.472902   67277913912800896
058.16417265734 +25.48109318497 13.172120   67290390796600960
058.26789684433 +25.52713089742 13.749231   67290837473186176
058.15161390087 +25.53409426181 10.865431   67291421588745216
058.26783525645 +25.54455157971 11.802689   67292314941931520
058.20243254545 +25.60087308508 11.869671   67293689331463040
058.12939681204 +25.64253727183 13.401605   67295544757163136
058.06800817208 +25.60533582673 11.549417   67295750915602944
058.08929396423 +25.61276237175 12.943596   67295785275339136
058.05634048911 +25.61337269673 11.192154   67295819635079168
058.13639400591 +25.65939739509 13.921969   67297812499891328
058.01940503992 +25.62538601707 13.366856   67342926836382592
058.05636050781 +25.66945459611 13.692989   67343442232449792
057.96836876004 +25.72836488397 13.086647   67344507384337408
057.90955667347 +25.76460362549  8.351627   67347771559481344
057.81408119987 +25.84409426535 12.325379   67360965699783808
057.74138458722 +25.87411181380 13.852621   67364882709182464
057.67487795862 +25.94961499867 13.300014   67366360177714816
054.73945530395 +23.30369898153 11.733537   67742152634247296
054.65609324556 +23.37838909111 13.904106   67745794766512128
054.69698992320 +23.37377644963 11.915233   67745927909096192
054.69831645008 +23.40443580764 13.376546   67746172723631104
054.89028733105 +23.40326032414 12.305308   68117906437175296
054.78169474109 +23.38244855754 12.530072   68118318754035968
054.87167427491 +23.43039552952  9.471973   68118735366843008
054.96761300890 +23.46843575863 13.987808   68119800518770560
054.87176771377 +23.49917280959 13.659394   68120728231661824
054.82574739441 +23.47149330593 12.260821   68122029605778816
054.81295067164 +23.48658227218 13.658248   68122102621200640
054.84001005343 +23.50350983855 12.882412   68123614449919488
054.84060690405 +23.50856987513 13.356127   68123648809423744
054.83915366549 +23.55165106462 13.921903   68124061126279808
054.89182941869 +23.58934092619 13.707861   68124610882089344
055.04130790458 +23.50143787886 13.918537   68125882192460544
055.01239399228 +23.52604103411 13.169988   68126053991152128
055.15151854886 +23.60367603746 12.963988   68128493532572544
055.05183242550 +23.63419294495 11.441369   68129352526032640
055.04012261943 +23.64903837131 13.646464   68129421245509120
055.12553856596 +23.66447795961 13.811129   68129627403937024
055.14330480577 +23.68240599457 10.699779   68129764842889600
055.08709660486 +23.66804397848 11.151372   68129867922105984
054.97749532219 +23.61865092368 13.397840   68130692555773440
054.89496106565 +23.64441668002 12.480034   68131444174087296
054.86831554723 +23.65586973982 12.703994   68131615972778496
055.05104694508 +23.72049487779 12.977254   68133200816660992
054.61692596279 +23.59453883550 13.623026   68136155754192512
054.64973045015 +23.61946421917 12.205439   68136563775105024
054.65542889591 +23.62544194795 11.872820   68136666854319616
054.80481054566 +23.66027969755 12.544884   68137736302144000
054.55679965330 +23.70032186197 12.676797   68140966117556480
054.68310379970 +23.73673981229 11.991605   68142061333239680
054.59171985953 +23.73544616265 12.482100   68142611089053696
054.89152508302 +23.74451350909 13.339567   68144333371897856
054.79029022401 +23.72074062309 13.865791   68144745688764800
054.85305877900 +23.74567146478 12.008636   68145016270738944
054.92142002479 +23.76123461915 13.796649   68145845200382336
054.88519656451 +23.83200766086 13.633726   68147150870435840
054.93461500615 +23.85642086725 13.451343   68147597547030144
054.76554721000 +23.74375633239 13.376788   68147769345740288
054.73496832106 +23.77479391774 13.839321   68148112943122688
054.76827557124 +23.86244854380 12.770750   68149826634107776
054.86597277252 +23.89479513532 11.304962   68150861722174848
054.87733930138 +23.91755157932 12.254977   68150960505472896
054.85396940410 +23.95497790254 13.067408   68152029953273728
055.20960230884 +23.70327785615 13.899271   68152579709163776
055.22207357312 +23.73193732090 12.977225   68153056449017216
055.16402711237 +23.74999410953 13.429954   68153679220790272
055.19345561915 +23.76650799008 13.107254   68154091537649536
055.28890179808 +23.76701021526 13.764058   68154538214276864
055.25852764686 +23.76220697256 13.945809   68154602637243008
055.25164289237 +23.75751880768 11.854232   68154671356719872
055.30507982887 +23.82280943087 12.943971   68155259768749184
055.12200104620 +23.81128719004 10.860550   68157424432479744
055.08001806123 +23.79739403741 13.309564   68157768029585792
055.04341968683 +23.80862727116 12.512865   68158004251340672
055.10762315911 +23.83024620038 13.513287   68158283425656320
055.16652588912 +23.84632942535 12.147203   68159069403229312
055.25146935055 +23.86419513953 11.917818   68159309921397376
055.41115919235 +23.85137392227 13.842778   68161478881390464
055.40136573751 +23.93235460081 13.287283   68162750191705984
055.46692834002 +23.94619112445 13.852372   68163574825423744
055.50601822156 +24.00735044448 12.096298   68164193300709632
055.41302586776 +23.98776230513 13.605123   68164639977312384
055.29994117641 +23.93639320846 12.596118   68165563393779328
055.31870131797 +23.95044625664 12.714483   68165945647375872
055.36338490329 +24.12092903085 13.982787   68169690858847616
055.01716451061 +23.86667951156 11.427455   68170206254870912
